STUDENT_NUMBER,Academic_Year,Faculty,Programme_Code,Programme_Name,Programme_Duration_Years,Year_Level,Gender,Race,NSFAS_Flag,Residence_Flag,First_Generation_Flag,Entry_APS_Band,Expected_Credits_ToDate,Prior_Credits_Passed,Current_Year_Expected_Credits,Current_Credits_Passed,Total_Credits_Passed,Credit_Completion_Current_Pct,Credit_Completion_ToDate_Pct,Current_Module_Count,Failed_Module_Count,Failed_Gateway_Module_Count,Non_Submitted_Assessment_Count,Failed_Assessment_Count,Student_Overall_CA_Average,Student_Final_Average,Programme_Final_Average,Difference_From_Programme_Avg,Early_At_Risk_Flag,End_At_Risk_Flag,Progression_Risk_Level,Recommended_Action,Equity_Review_Group
4260199,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Coloured,No,Yes,Yes,35-39,120,0,120,90,90,0.75,0.75,4,1,1,0,9,50.0,54.5,50.5,4.1,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence Yes
4260200,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Coloured,Yes,No,Yes,35-39,120,0,120,120,120,1.0,1.0,4,0,0,0,1,64.8,67.4,50.5,16.9,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260201,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,African,No,No,Yes,40-44,360,240,120,0,240,0.0,0.6667,4,4,3,1,11,43.8,38.6,50.5,-11.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260202,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,Yes,No,No,35-39,120,0,120,60,60,0.5,0.5,4,2,2,2,4,52.5,57.0,50.5,6.5,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260203,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,No,No,No,30-34,240,120,120,0,120,0.0,0.5,4,4,3,2,12,41.1,37.6,50.5,-12.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260204,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,African,Yes,No,No,30-34,240,120,120,0,120,0.0,0.5,4,4,3,0,11,40.6,40.6,50.5,-9.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260205,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Coloured,Yes,No,Yes,35-39,120,0,120,0,0,0.0,0.0,4,4,3,3,11,25.8,27.9,50.5,-22.5,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260206,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,Other/Not disclosed,Yes,No,Yes,30-34,360,240,120,120,360,1.0,1.0,4,0,0,0,5,61.1,60.4,50.5,9.9,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260207,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,Yes,No,Yes,35-39,120,0,120,30,30,0.25,0.25,4,3,2,2,10,37.9,37.6,50.5,-12.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260208,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Coloured,Yes,No,Yes,30-34,120,0,120,90,90,0.75,0.75,4,1,1,2,2,53.4,49.5,50.5,-1.0,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260209,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,Coloured,Yes,No,Yes,40-44,240,120,120,60,180,0.5,0.75,4,2,2,3,4,45.8,46.7,50.5,-3.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260210,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,No,No,No,35-39,120,0,120,60,60,0.5,0.5,4,2,2,1,7,46.4,50.4,50.5,-0.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260211,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,No,No,No,30-34,120,0,120,0,0,0.0,0.0,4,4,3,2,10,37.3,38.1,50.5,-12.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260212,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,No,Yes,No,35-39,240,120,120,120,240,1.0,1.0,4,0,0,1,0,62.9,72.4,50.5,21.9,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS No | Residence Yes
4260213,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,No,35-39,120,0,120,30,30,0.25,0.25,4,3,2,0,9,43.0,45.9,50.5,-4.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260214,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,Coloured,Yes,Yes,Yes,45+,360,240,120,90,330,0.75,0.9167,4,1,1,1,2,64.4,61.6,50.5,11.1,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence Yes
4260215,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Coloured,Yes,Yes,Yes,35-39,120,0,120,120,120,1.0,1.0,4,0,0,1,1,62.1,61.3,50.5,10.8,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence Yes
4260216,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,No,40-44,120,0,120,30,30,0.25,0.25,4,3,2,0,6,50.5,48.5,50.5,-2.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260217,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,Yes,Yes,Yes,30-34,240,120,120,30,150,0.25,0.625,4,3,2,1,11,41.6,40.5,50.5,-10.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence Yes
4260218,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,No,No,Yes,40-44,240,120,120,90,210,0.75,0.875,4,1,1,0,6,52.5,50.2,50.5,-0.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260219,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,African,Yes,No,Yes,45+,240,120,120,0,120,0.0,0.5,4,4,3,1,14,38.6,34.8,50.5,-15.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260220,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,No,No,No,45+,240,120,120,90,210,0.75,0.875,4,1,1,2,3,61.1,53.1,50.5,2.6,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260221,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,Coloured,Yes,No,Yes,40-44,360,240,120,60,300,0.5,0.8333,4,2,1,1,5,56.0,50.4,50.5,-0.1,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260222,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,African,Yes,No,Yes,30-34,360,240,120,120,360,1.0,1.0,4,0,0,0,4,57.0,58.7,50.5,8.3,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260223,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,No,Yes,No,30-34,240,120,120,120,240,1.0,1.0,4,0,0,0,1,65.4,62.5,50.5,12.0,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS No | Residence Yes
4260224,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Coloured,No,No,No,30-34,120,0,120,120,120,1.0,1.0,4,0,0,1,4,52.8,55.2,50.5,4.7,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260225,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,Yes,No,Yes,35-39,240,120,120,90,210,0.75,0.875,4,1,1,2,0,62.0,66.7,50.5,16.2,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260226,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,No,No,No,40-44,240,120,120,90,210,0.75,0.875,4,1,1,3,0,63.9,58.7,50.5,8.2,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260227,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,Yes,No,No,40-44,240,120,120,120,240,1.0,1.0,4,0,0,0,4,59.9,59.8,50.5,9.3,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260228,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,African,No,Yes,Yes,40-44,360,240,120,90,330,0.75,0.9167,4,1,1,1,5,46.5,51.1,50.5,0.6,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence Yes
4260229,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,Yes,No,Yes,40-44,120,0,120,90,90,0.75,0.75,4,1,1,0,6,54.1,55.3,50.5,4.8,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260230,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,No,No,Yes,35-39,120,0,120,90,90,0.75,0.75,4,1,1,0,7,49.6,53.8,50.5,3.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260231,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Coloured,Yes,No,Yes,40-44,120,0,120,30,30,0.25,0.25,4,3,2,1,8,46.3,40.2,50.5,-10.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260232,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,No,30-34,120,0,120,60,60,0.5,0.5,4,2,2,1,7,50.0,48.5,50.5,-2.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260233,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,No,No,No,30-34,240,120,120,0,120,0.0,0.5,4,4,3,1,14,41.2,36.0,50.5,-14.5,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260234,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,Yes,No,No,35-39,120,0,120,120,120,1.0,1.0,4,0,0,0,1,68.2,64.3,50.5,13.8,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence No
4260235,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,Coloured,No,No,Yes,40-44,360,240,120,90,330,0.75,0.9167,4,1,1,1,3,54.9,53.5,50.5,3.0,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260236,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,African,No,Yes,Yes,30-34,360,180,120,60,240,0.5,0.6667,4,2,1,1,10,42.2,45.7,50.5,-4.7,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence Yes
4260237,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,No,35-39,120,0,120,0,0,0.0,0.0,4,4,3,3,7,41.3,42.6,50.5,-7.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260238,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,No,No,No,35-39,120,0,120,60,60,0.5,0.5,4,2,2,2,7,47.4,44.5,50.5,-6.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260239,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,African,Yes,No,Yes,45+,360,240,120,90,330,0.75,0.9167,4,1,1,1,0,68.0,70.0,50.5,19.5,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260240,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,African,No,No,No,30-34,360,240,120,90,330,0.75,0.9167,4,1,1,0,3,54.1,56.5,50.5,6.0,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260241,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,Coloured,No,No,Yes,45+,360,240,120,90,330,0.75,0.9167,4,1,0,0,3,56.4,57.2,50.5,6.7,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260242,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,No,No,No,40-44,120,0,120,90,90,0.75,0.75,4,1,1,0,4,56.4,61.1,50.5,10.6,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260243,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,No,No,No,35-39,120,0,120,120,120,1.0,1.0,4,0,0,0,2,64.3,60.9,50.5,10.4,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260244,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,Coloured,Yes,No,No,35-39,240,120,120,60,180,0.5,0.75,4,2,2,0,3,56.0,54.9,50.5,4.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260245,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,African,Yes,No,No,30-34,360,240,120,30,270,0.25,0.75,4,3,2,3,7,40.9,41.2,50.5,-9.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260246,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Coloured,Yes,Yes,No,35-39,120,0,120,120,120,1.0,1.0,4,0,0,1,2,66.5,63.4,50.5,12.9,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence Yes
4260247,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Coloured,No,Yes,Yes,35-39,120,0,120,120,120,1.0,1.0,4,0,0,0,1,70.1,73.2,50.5,22.7,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS No | Residence Yes
4260248,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,No,No,Yes,30-34,240,90,120,0,90,0.0,0.375,4,4,3,2,14,23.9,26.7,50.5,-23.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260249,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,African,No,No,Yes,30-34,360,240,120,90,330,0.75,0.9167,4,1,1,1,1,64.7,65.4,50.5,14.9,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260250,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,Yes,No,Yes,40-44,120,0,120,120,120,1.0,1.0,4,0,0,0,1,72.3,70.3,50.5,19.8,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence No
4260251,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,White,Yes,No,No,35-39,120,0,120,60,60,0.5,0.5,4,2,1,1,4,46.9,51.0,50.5,0.5,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260252,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,No,Yes,Yes,35-39,120,0,120,90,90,0.75,0.75,4,1,0,0,6,54.3,55.3,50.5,4.8,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence Yes
4260253,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Indian,Yes,No,No,35-39,120,0,120,120,120,1.0,1.0,4,0,0,0,2,60.8,61.6,50.5,11.1,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260254,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,No,No,Yes,35-39,120,0,120,120,120,1.0,1.0,4,0,0,1,2,50.9,63.5,50.5,13.0,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260255,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Coloured,Yes,Yes,Yes,40-44,120,0,120,90,90,0.75,0.75,4,1,1,1,3,57.9,55.0,50.5,4.5,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence Yes
4260256,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Coloured,No,No,Yes,45+,120,0,120,30,30,0.25,0.25,4,3,2,2,10,34.6,36.5,50.5,-14.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260257,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Coloured,Yes,No,No,35-39,120,0,120,0,0,0.0,0.0,4,4,3,1,14,39.8,39.2,50.5,-11.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260258,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Coloured,Yes,No,No,30-34,120,0,120,0,0,0.0,0.0,4,4,3,1,10,36.3,41.5,50.5,-9.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260259,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,Yes,Yes,No,35-39,240,120,120,0,120,0.0,0.5,4,4,3,1,14,32.9,34.9,50.5,-15.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260260,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,African,Yes,Yes,No,45+,360,240,120,60,300,0.5,0.8333,4,2,2,1,6,43.1,50.2,50.5,-0.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence Yes
4260261,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,Yes,No,Yes,35-39,240,120,120,60,180,0.5,0.75,4,2,1,1,6,52.5,49.4,50.5,-1.1,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260262,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Coloured,Yes,Yes,Yes,35-39,120,0,120,60,60,0.5,0.5,4,2,1,2,6,51.5,48.7,50.5,-1.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence Yes
4260263,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,No,No,No,45+,240,120,120,0,120,0.0,0.5,4,4,3,1,10,37.9,42.4,50.5,-8.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260264,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Indian,No,No,Yes,30-34,120,0,120,0,0,0.0,0.0,4,4,3,1,12,41.1,40.8,50.5,-9.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260265,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,No,35-39,120,0,120,120,120,1.0,1.0,4,0,0,0,0,73.3,73.7,50.5,23.2,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260266,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,Yes,Yes,30-34,120,0,120,90,90,0.75,0.75,4,1,0,1,3,55.7,57.2,50.5,6.7,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence Yes
4260267,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,Yes,No,Yes,40-44,120,0,120,120,120,1.0,1.0,4,0,0,0,0,78.0,77.3,50.5,26.9,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence No
4260268,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,Coloured,No,No,No,30-34,360,240,120,30,270,0.25,0.75,4,3,2,0,10,46.6,46.4,50.5,-4.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260269,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,Yes,30-34,120,0,120,30,30,0.25,0.25,4,3,3,3,8,32.2,39.8,50.5,-10.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260270,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Coloured,Yes,Yes,Yes,40-44,120,0,120,60,60,0.5,0.5,4,2,1,1,4,44.7,49.4,50.5,-1.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260271,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,No,30-34,120,0,120,0,0,0.0,0.0,4,4,3,3,13,22.0,23.5,50.5,-27.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260272,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,African,No,No,Yes,35-39,360,240,120,90,330,0.75,0.9167,4,1,1,0,3,60.7,59.7,50.5,9.2,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260273,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,Coloured,Yes,No,No,40-44,240,120,120,90,210,0.75,0.875,4,1,0,2,4,48.7,49.7,50.5,-0.8,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260274,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,Coloured,No,Yes,Yes,35-39,120,0,120,60,60,0.5,0.5,4,2,1,2,8,42.9,42.6,50.5,-7.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence Yes
4260275,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,No,No,Yes,30-34,120,0,120,30,30,0.25,0.25,4,3,3,0,9,44.5,47.1,50.5,-3.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260276,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,African,No,No,Yes,35-39,240,120,120,90,210,0.75,0.875,4,1,1,1,5,59.6,54.8,50.5,4.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260277,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,African,Yes,No,No,30-34,360,240,120,0,240,0.0,0.6667,4,4,3,0,11,41.7,43.7,50.5,-6.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260278,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,African,No,No,No,40-44,240,120,120,90,210,0.75,0.875,4,1,1,1,2,57.4,51.1,50.5,0.6,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260279,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,Yes,No,No,40-44,240,120,120,30,150,0.25,0.625,4,3,3,1,8,47.7,44.7,50.5,-5.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260280,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,African,No,Yes,No,40-44,360,240,120,90,330,0.75,0.9167,4,1,1,3,0,51.2,54.6,50.5,4.1,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence Yes
4260281,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,African,No,No,No,35-39,240,120,120,30,150,0.25,0.625,4,3,3,1,12,37.3,36.8,50.5,-13.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260282,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,Coloured,Yes,No,No,40-44,360,240,120,60,300,0.5,0.8333,4,2,2,1,4,57.4,58.5,50.5,8.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260283,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,African,Yes,No,No,35-39,360,240,120,0,240,0.0,0.6667,4,4,3,1,11,32.3,36.5,50.5,-14.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260284,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,Yes,Yes,Yes,35-39,240,120,120,60,180,0.5,0.75,4,2,2,2,6,57.9,50.6,50.5,0.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260285,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,Coloured,No,No,No,35-39,240,120,120,90,210,0.75,0.875,4,1,0,2,3,51.7,54.7,50.5,4.2,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260286,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,Coloured,No,Yes,Yes,30-34,240,60,120,60,120,0.5,0.5,4,2,1,1,8,50.9,49.4,50.5,-1.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence Yes
4260287,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,No,30-34,120,0,120,120,120,1.0,1.0,4,0,0,0,1,63.1,61.2,50.5,10.7,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260288,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,Indian,No,No,Yes,30-34,120,0,120,60,60,0.5,0.5,4,2,2,3,4,47.8,47.6,50.5,-2.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
